Product,State,n_months,prophet_mse,prophet_rmse,prophet_mae,prophet_mape,sarima_mse,sarima_rmse,sarima_mae,sarima_mape,chosen_model,notes
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",FL,60,,,,,150.2855186648144,12.259099423074046,10.86164039200959,2.021165578894989,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NY,60,,,,,61.19354268634438,7.822630164231489,7.07101938285754,1.7149097555514123,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",TX,60,,,,,99.69578448472198,9.984777638221193,8.0,1.4247016861539334,SARIMA,
MORTGAGE,CA,60,,,,,47.24400980279567,6.873427805891008,5.65627830221872,0.4974788557919079,SARIMA,
MORTGAGE,FL,60,,,,,67.99235297139589,8.245747568983415,6.273601849591425,0.8899358517258228,SARIMA,
MORTGAGE,IL,60,,,,,2.5065157750342935,1.5831979582586295,1.5,0.2901785714285714,SARIMA,
MORTGAGE,MI,60,,,,,5.825235785031221,2.4135525237771853,2.114375168253512,1.018705870078983,SARIMA,
MORTGAGE,MO,60,,,,,1.3456790123456797,1.1600340565456169,1.0370370370370372,0.8950617283950617,SARIMA,
MORTGAGE,NJ,60,,,,,16.691893247147465,4.085571348923852,3.558198771383886,1.620953955097586,SARIMA,
MORTGAGE,PA,60,,,,,14.268861454046634,3.7774146521194405,3.5185185185185173,1.6744855967078187,SARIMA,
MORTGAGE,TX,60,,,,,84.82043594012266,9.209801080377506,7.7065026604160005,0.9016499821529768,SARIMA,
MORTGAGE,VA,60,,,,,4.548385639951515,2.1326944553666176,1.6772508430380206,0.45219859088320646,SARIMA,
VEHICLE LOAN OR LEASE,CA,60,,,,,68.5651769305561,8.280409224824345,6.8695216030590815,1.6493718329833993,SARIMA,
VEHICLE LOAN OR LEASE,GA,60,,,,,20.13616746770933,4.487334115898808,4.110657231905017,0.5670132091462499,SARIMA,
VEHICLE LOAN OR LEASE,NY,60,,,,,5.293552812071331,2.300772220814423,1.9506172839506173,1.0740887713109937,SARIMA,
VEHICLE LOAN OR LEASE,TX,60,,,,,46.87397150857606,6.846456858008824,6.369515295824315,1.2161125544017988,SARIMA,
CHECKING OR SAVINGS ACCOUNT,AL,59,,,,,23.344311901437237,4.8315951715181225,4.700458690536195,0.666266348938971,SARIMA,
CHECKING OR SAVINGS ACCOUNT,CO,59,,,,,152.89951793574207,12.365254463040461,11.083061594828587,2.176927410410059,SARIMA,
CHECKING OR SAVINGS ACCOUNT,MA,59,,,,,8.384855052876139,2.8956614188948504,2.190738688078141,0.6673279343308646,SARIMA,
CHECKING OR SAVINGS ACCOUNT,MD,59,,,,,50.7482079343391,7.123777644925416,5.723582736179838,1.111770367472978,SARIMA,
CHECKING OR SAVINGS ACCOUNT,TN,59,,,,,31.489707678690035,5.6115690923920765,4.636629839173641,0.8113161103333507,SARIMA,
CHECKING OR SAVINGS ACCOUNT,WA,59,,,,,45.14590696008238,6.719070394041305,5.299842050174306,2.910014848911295,SARIMA,
DEBT COLLECTION,AR,59,,,,,68.20596403225086,8.25869021287582,6.886684904605407,0.5936779115044035,SARIMA,
DEBT COLLECTION,KS,59,,,,,8.142825090816078,2.8535635774967547,2.5826639388181314,1.2163970145213259,SARIMA,
DEBT COLLECTION,KY,59,,,,,10.119213479277741,3.181071121379989,2.8246748115354596,0.6354007290762307,SARIMA,
DEBT COLLECTION,UT,59,,,,,15.465882987661514,3.932668685213835,3.5544699698654223,1.7088710577454378,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",GA,59,,,,,126.00769157863628,11.225314765236487,9.51629848284926,0.5364647677229233,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",MI,59,,,,,18.143695956573314,4.2595417542939185,3.7889811481368834,1.1875885769816867,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",OH,59,,,,,25.845047236639584,5.083802438789256,4.345517090552367,1.833374123691464,SARIMA,
MORTGAGE,AZ,59,,,,,5.833333333333337,2.4152294576982403,1.833333333333334,0.366666666666667,SARIMA,
MORTGAGE,CO,59,,,,,7.447825046777935,2.7290703631049777,2.625313217736577,2.099763249846787,SARIMA,
MORTGAGE,GA,59,,,,,4.83481666073337,2.198821652779818,1.8553459119496882,0.2806678646301292,SARIMA,
MORTGAGE,MD,59,,,,,3.592856295241487,1.8954831297696868,1.6666666666666667,0.5028451632225218,SARIMA,
MORTGAGE,NC,59,,,,,7.34680194612555,2.71049846820203,2.5,0.799515823100729,SARIMA,
MORTGAGE,NY,59,,,,,8.325407785788947,2.885378274297661,2.600830878971643,0.505552412378508,SARIMA,
MORTGAGE,OH,59,,,,,5.869718063041412,2.4227501033002583,2.008056045101191,0.49385237605730065,SARIMA,
MORTGAGE,TN,59,,,,,9.483870115444352,3.0795892770699718,2.6608081159326065,1.0551357256666825,SARIMA,
VEHICLE LOAN OR LEASE,FL,59,,,,,62.999925911415914,7.937249266050293,7.011879896162985,1.7243136890681534,SARIMA,
CHECKING OR SAVINGS ACCOUNT,IN,58,,,,,23.37619908349616,4.834893906126189,3.8656308834167965,1.2250833918179633,SARIMA,
CHECKING OR SAVINGS ACCOUNT,OR,58,,,,,5.712287869292315,2.3900393028760667,2.114012455206821,0.7563507375710191,SARIMA,
CHECKING OR SAVINGS ACCOUNT,SC,58,,,,,35.81744705597231,5.98476791997587,5.030847309783229,1.3213873649135028,SARIMA,
DEBT COLLECTION,OK,58,,,,,38.530786481504286,6.207317172620091,4.882622558551976,1.308345651426636,SARIMA,
DEBT COLLECTION,WI,58,,,,,19.115170753185954,4.372089975422047,3.4384793494298296,1.0180560343565395,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",IL,58,,,,,97.1865808316943,9.858325457789183,8.639540344052097,0.8520352569686885,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NC,58,,,,,35.78337505174479,5.981920682501967,5.15372807146501,0.6753884103587792,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",PA,58,,,,,25.03141936549058,5.003140949992373,4.333333333333333,1.55341053364612,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",VA,58,,,,,20.250000000000004,4.5,4.166666666666667,0.870580808080808,SARIMA,
MORTGAGE,WA,58,,,,,2.4375353911744857,1.5612608338053209,1.3869988516923346,0.8745810304982286,SARIMA,
STUDENT LOAN,CA,58,,,,,72.65147728432454,8.523583594024554,7.662661910489798,0.8540481618662562,SARIMA,
STUDENT LOAN,FL,58,,,,,39.854046362404425,6.313006127226903,4.9046941510223085,1.6518829179863275,SARIMA,
STUDENT LOAN,TX,58,,,,,215.01020539676225,14.663226295626835,12.758728273095821,2.8986972534809277,SARIMA,
VEHICLE LOAN OR LEASE,IL,58,,,,,11.78729117900417,3.4332624687029347,3.3457257414628887,1.971943769896663,SARIMA,
VEHICLE LOAN OR LEASE,NC,58,,,,,8.496291330954387,2.914839846536064,2.624167509400649,0.9326050929477346,SARIMA,
CHECKING OR SAVINGS ACCOUNT,LA,57,,,,,27.661471360114888,5.259417397403907,4.666666666666667,1.9153419062433805,SARIMA,
CHECKING OR SAVINGS ACCOUNT,MN,57,,,,,13.195063019018052,3.6325009317298256,3.2815143426362234,0.9014558469856242,SARIMA,
CHECKING OR SAVINGS ACCOUNT,MO,57,,,,,7.357212699602388,2.712418238325791,2.110623542233684,1.229931987435143,SARIMA,
DEBT COLLECTION,DE,57,,,,,12.623883739009026,3.553010517717197,2.8413340629635484,0.8062515888250251,SARIMA,
DEBT COLLECTION,MN,57,,,,,35.86191249994877,5.988481652301255,4.879167739571874,2.157064700608107,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",AZ,57,,,,,9.258937978108976,3.0428503049129736,2.7220852106708286,0.7200985626363593,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",NJ,57,,,,,15.333333333333334,3.9157800414902435,3.3333333333333335,0.9699074074074074,SARIMA,
MORTGAGE,IN,57,,,,,2.530440412281147,1.5907358084487653,1.4472978776563326,1.0603982351997983,SARIMA,
MORTGAGE,SC,57,,,,,2.696835579148985,1.6422044876168695,1.2481773472788615,0.8140047469387532,SARIMA,
VEHICLE LOAN OR LEASE,PA,57,,,,,3.53671664744329,1.8806160287106164,1.6666666666666667,0.5863990040460627,SARIMA,
DEBT COLLECTION,OR,56,,,,,13.02598758271772,3.6091533055160903,3.2254588845808105,1.0227422507380393,SARIMA,
"MONEY TRANSFER, VIRTUAL CURRENCY, OR MONEY SERVICE",TN,56,,,,,8.333333333333334,2.886751345948129,2.3333333333333335,1.1666666666666667,SARIMA,
MORTGAGE,LA,56,,,,,1.5529972599219164,1.246193106995026,1.0810746474370883,0.4125898903934851,SARIMA,
STUDENT LOAN,PA,56,,,,,27.494879084808673,5.243555958012528,4.403546021820731,1.5975589925774163,SARIMA,
VEHICLE LOAN OR LEASE,NJ,56,,,,,7.006716824763676,2.6470203672740555,2.1666666666666665,0.8905378324007552,SARIMA,
VEHICLE LOAN OR LEASE,OH,56,,,,,9.200046403168455,3.0331578269467707,2.387622179076674,0.692243123051,SARIMA,
CHECKING OR SAVINGS ACCOUNT,WI,55,,,,,2.878081462535176,1.6964909261576309,1.5143023697277895,0.7672358241665836,SARIMA,
